"","date","common_holiday"
"2149",2006-12-10,"Non-holiday"
"2150",2006-12-11,"Non-holiday"
"2151",2006-12-12,"Non-holiday"
"2152",2006-12-13,"Non-holiday"
"2153",2006-12-14,"Non-holiday"
"2154",2006-12-15,"Non-holiday"
"2155",2006-12-16,"Non-holiday"
"2156",2006-12-17,"Non-holiday"
"2157",2006-12-18,"Non-holiday"
"2158",2006-12-19,"Non-holiday"
"2159",2006-12-20,"Non-holiday"
"2160",2006-12-21,"Non-holiday"
"2161",2006-12-22,"Non-holiday"
"2162",2006-12-23,"Non-holiday"
"2163",2006-12-24,"Holiday"
"2164",2006-12-25,"Holiday"
"2165",2006-12-26,"Non-holiday"
"2166",2006-12-27,"Non-holiday"
"2167",2006-12-28,"Non-holiday"
"2168",2006-12-29,"Non-holiday"
"2169",2006-12-30,"Non-holiday"
"2170",2006-12-31,"Non-holiday"
"2171",2007-01-01,"Holiday"
"2172",2007-01-02,"Non-holiday"
"2173",2007-01-03,"Non-holiday"
"2174",2007-01-04,"Non-holiday"
"2175",2007-01-05,"Non-holiday"
"2176",2007-01-06,"Non-holiday"
"2177",2007-01-07,"Non-holiday"
"2178",2007-01-08,"Non-holiday"
"2179",2007-01-09,"Non-holiday"
"2180",2007-01-10,"Non-holiday"
"2181",2007-01-11,"Non-holiday"
"2182",2007-01-12,"Non-holiday"
"2183",2007-01-13,"Non-holiday"
"2184",2007-01-14,"Non-holiday"
"2185",2007-01-15,"Holiday"
"2186",2007-01-16,"Non-holiday"
"2187",2007-01-17,"Non-holiday"
"2188",2007-01-18,"Non-holiday"
"2189",2007-01-19,"Non-holiday"
"2190",2007-01-20,"Non-holiday"
"2191",2007-01-21,"Non-holiday"
"2192",2007-01-22,"Non-holiday"
"2193",2007-01-23,"Non-holiday"
"2194",2007-01-24,"Non-holiday"
"2195",2007-01-25,"Non-holiday"
"2196",2007-01-26,"Non-holiday"
"2197",2007-01-27,"Non-holiday"
"2198",2007-01-28,"Non-holiday"
"2199",2007-01-29,"Non-holiday"
"2200",2007-01-30,"Non-holiday"
"2201",2007-01-31,"Non-holiday"
"2202",2007-02-01,"Non-holiday"
"2203",2007-02-02,"Non-holiday"
"2204",2007-02-03,"Non-holiday"
"2205",2007-02-04,"Non-holiday"
"2206",2007-02-05,"Non-holiday"
"2207",2007-02-06,"Non-holiday"
"2208",2007-02-07,"Non-holiday"
"2209",2007-02-08,"Non-holiday"
"2210",2007-02-09,"Non-holiday"
"2211",2007-02-10,"Non-holiday"
"2212",2007-02-11,"Non-holiday"
"2213",2007-02-12,"Non-holiday"
"2214",2007-02-13,"Non-holiday"
"2215",2007-02-14,"Non-holiday"
"2216",2007-02-15,"Non-holiday"
"2217",2007-02-16,"Non-holiday"
"2218",2007-02-17,"Non-holiday"
"2219",2007-02-18,"Non-holiday"
"2220",2007-02-19,"Holiday"
"2221",2007-02-20,"Non-holiday"
"2222",2007-02-21,"Non-holiday"
"2223",2007-02-22,"Non-holiday"
"2224",2007-02-23,"Non-holiday"
"2225",2007-02-24,"Non-holiday"
"2226",2007-02-25,"Non-holiday"
"2227",2007-02-26,"Non-holiday"
"2228",2007-02-27,"Non-holiday"
"2229",2007-02-28,"Non-holiday"
"2230",2007-03-01,"Non-holiday"
"2231",2007-03-02,"Non-holiday"
"2232",2007-03-03,"Non-holiday"
"2233",2007-03-04,"Non-holiday"
"2234",2007-03-05,"Non-holiday"
"2235",2007-03-06,"Non-holiday"
"2236",2007-03-07,"Non-holiday"
"2237",2007-03-08,"Non-holiday"
"2238",2007-03-09,"Non-holiday"
"2239",2007-03-10,"Non-holiday"
"2240",2007-03-11,"Non-holiday"
"2241",2007-03-12,"Non-holiday"
"2242",2007-03-13,"Non-holiday"
"2243",2007-03-14,"Non-holiday"
"2244",2007-03-15,"Non-holiday"
"2245",2007-03-16,"Non-holiday"
"2246",2007-03-17,"Non-holiday"
"2247",2007-03-18,"Non-holiday"
"2248",2007-03-19,"Non-holiday"
"2249",2007-03-20,"Non-holiday"
"2250",2007-03-21,"Non-holiday"
"2251",2007-03-22,"Non-holiday"
"2252",2007-03-23,"Non-holiday"
"2253",2007-03-24,"Non-holiday"
"2254",2007-03-25,"Non-holiday"
"2255",2007-03-26,"Non-holiday"
"2256",2007-03-27,"Non-holiday"
"2257",2007-03-28,"Non-holiday"
"2258",2007-03-29,"Non-holiday"
"2259",2007-03-30,"Non-holiday"
"2260",2007-03-31,"Non-holiday"
"2261",2007-04-01,"Non-holiday"
"2262",2007-04-02,"Non-holiday"
"2263",2007-04-03,"Non-holiday"
"2264",2007-04-04,"Non-holiday"
"2265",2007-04-05,"Non-holiday"
"2266",2007-04-06,"Non-holiday"
"2267",2007-04-07,"Non-holiday"
"2268",2007-04-08,"Non-holiday"
"2269",2007-04-09,"Non-holiday"
"2270",2007-04-10,"Non-holiday"
"2271",2007-04-11,"Non-holiday"
"2272",2007-04-12,"Non-holiday"
"2273",2007-04-13,"Non-holiday"
"2274",2007-04-14,"Non-holiday"
"2275",2007-04-15,"Non-holiday"
"2276",2007-04-16,"Non-holiday"
"2277",2007-04-17,"Non-holiday"
"2278",2007-04-18,"Non-holiday"
"2279",2007-04-19,"Non-holiday"
"2280",2007-04-20,"Non-holiday"
"2281",2007-04-21,"Non-holiday"
"2282",2007-04-22,"Non-holiday"
"2283",2007-04-23,"Non-holiday"
"2284",2007-04-24,"Non-holiday"
"2285",2007-04-25,"Non-holiday"
"2286",2007-04-26,"Non-holiday"
"2287",2007-04-27,"Non-holiday"
"2288",2007-04-28,"Non-holiday"
"2289",2007-04-29,"Non-holiday"
"2290",2007-04-30,"Non-holiday"
"2291",2007-05-01,"Non-holiday"
"2292",2007-05-02,"Non-holiday"
"2293",2007-05-03,"Non-holiday"
"2294",2007-05-04,"Non-holiday"
"2295",2007-05-05,"Non-holiday"
"2296",2007-05-06,"Non-holiday"
"2297",2007-05-07,"Non-holiday"
"2298",2007-05-08,"Non-holiday"
"2299",2007-05-09,"Non-holiday"
"2300",2007-05-10,"Non-holiday"
"2301",2007-05-11,"Non-holiday"
"2302",2007-05-12,"Non-holiday"
"2303",2007-05-13,"Non-holiday"
"2304",2007-05-14,"Non-holiday"
"2305",2007-05-15,"Non-holiday"
"2306",2007-05-16,"Non-holiday"
"2307",2007-05-17,"Non-holiday"
"2308",2007-05-18,"Non-holiday"
"2309",2007-05-19,"Non-holiday"
"2310",2007-05-20,"Non-holiday"
"2311",2007-05-21,"Non-holiday"
"2312",2007-05-22,"Non-holiday"
"2313",2007-05-23,"Non-holiday"
"2314",2007-05-24,"Non-holiday"
"2315",2007-05-25,"Non-holiday"
"2316",2007-05-26,"Non-holiday"
"2317",2007-05-27,"Non-holiday"
"2318",2007-05-28,"Holiday"
"2319",2007-05-29,"Non-holiday"
"2320",2007-05-30,"Non-holiday"
"2321",2007-05-31,"Non-holiday"
"2322",2007-06-01,"Non-holiday"
"2323",2007-06-02,"Non-holiday"
"2324",2007-06-03,"Non-holiday"
"2325",2007-06-04,"Non-holiday"
"2326",2007-06-05,"Non-holiday"
"2327",2007-06-06,"Non-holiday"
"2328",2007-06-07,"Non-holiday"
"2329",2007-06-08,"Non-holiday"
"2330",2007-06-09,"Non-holiday"
"2331",2007-06-10,"Non-holiday"
"2332",2007-06-11,"Non-holiday"
"2333",2007-06-12,"Non-holiday"
"2334",2007-06-13,"Non-holiday"
"2335",2007-06-14,"Non-holiday"
"2336",2007-06-15,"Non-holiday"
"2337",2007-06-16,"Non-holiday"
"2338",2007-06-17,"Non-holiday"
"2339",2007-06-18,"Non-holiday"
"2340",2007-06-19,"Non-holiday"
"2341",2007-06-20,"Non-holiday"
"2342",2007-06-21,"Non-holiday"
"2343",2007-06-22,"Non-holiday"
"2344",2007-06-23,"Non-holiday"
"2345",2007-06-24,"Non-holiday"
"2346",2007-06-25,"Non-holiday"
"2347",2007-06-26,"Non-holiday"
"2348",2007-06-27,"Non-holiday"
"2349",2007-06-28,"Non-holiday"
"2350",2007-06-29,"Non-holiday"
"2351",2007-06-30,"Non-holiday"
"2352",2007-07-01,"Non-holiday"
"2353",2007-07-02,"Non-holiday"
"2354",2007-07-03,"Non-holiday"
"2355",2007-07-04,"Holiday"
"2356",2007-07-05,"Non-holiday"
"2357",2007-07-06,"Non-holiday"
"2358",2007-07-07,"Non-holiday"
"2359",2007-07-08,"Non-holiday"
"2360",2007-07-09,"Non-holiday"
"2361",2007-07-10,"Non-holiday"
"2362",2007-07-11,"Non-holiday"
"2363",2007-07-12,"Non-holiday"
"2364",2007-07-13,"Non-holiday"
"2365",2007-07-14,"Non-holiday"
"2366",2007-07-15,"Non-holiday"
"2367",2007-07-16,"Non-holiday"
"2368",2007-07-17,"Non-holiday"
"2369",2007-07-18,"Non-holiday"
"2370",2007-07-19,"Non-holiday"
"2371",2007-07-20,"Non-holiday"
"2372",2007-07-21,"Non-holiday"
"2373",2007-07-22,"Non-holiday"
"2374",2007-07-23,"Non-holiday"
"2375",2007-07-24,"Non-holiday"
"2376",2007-07-25,"Non-holiday"
"2377",2007-07-26,"Non-holiday"
"2378",2007-07-27,"Non-holiday"
"2379",2007-07-28,"Non-holiday"
"2380",2007-07-29,"Non-holiday"
"2381",2007-07-30,"Non-holiday"
"2382",2007-07-31,"Non-holiday"
"2383",2007-08-01,"Non-holiday"
"2384",2007-08-02,"Non-holiday"
"2385",2007-08-03,"Non-holiday"
"2386",2007-08-04,"Non-holiday"
"2387",2007-08-05,"Non-holiday"
"2388",2007-08-06,"Non-holiday"
"2389",2007-08-07,"Non-holiday"
"2390",2007-08-08,"Non-holiday"
"2391",2007-08-09,"Non-holiday"
"2392",2007-08-10,"Non-holiday"
"2393",2007-08-11,"Non-holiday"
"2394",2007-08-12,"Non-holiday"
"2395",2007-08-13,"Non-holiday"
"2396",2007-08-14,"Non-holiday"
"2397",2007-08-15,"Non-holiday"
"2398",2007-08-16,"Non-holiday"
"2399",2007-08-17,"Non-holiday"
"2400",2007-08-18,"Non-holiday"
"2401",2007-08-19,"Non-holiday"
"2402",2007-08-20,"Non-holiday"
"2403",2007-08-21,"Non-holiday"
"2404",2007-08-22,"Non-holiday"
"2405",2007-08-23,"Non-holiday"
"2406",2007-08-24,"Non-holiday"
"2407",2007-08-25,"Non-holiday"
"2408",2007-08-26,"Non-holiday"
"2409",2007-08-27,"Non-holiday"
"2410",2007-08-28,"Non-holiday"
"2411",2007-08-29,"Non-holiday"
"2412",2007-08-30,"Non-holiday"
"2413",2007-08-31,"Non-holiday"
"2414",2007-09-01,"Non-holiday"
"2415",2007-09-02,"Non-holiday"
"2416",2007-09-03,"Holiday"
"2417",2007-09-04,"Non-holiday"
"2418",2007-09-05,"Non-holiday"
"2419",2007-09-06,"Non-holiday"
"2420",2007-09-07,"Non-holiday"
"2421",2007-09-08,"Non-holiday"
"2422",2007-09-09,"Non-holiday"
"2423",2007-09-10,"Non-holiday"
"2424",2007-09-11,"Non-holiday"
"2425",2007-09-12,"Non-holiday"
"2426",2007-09-13,"Non-holiday"
"2427",2007-09-14,"Non-holiday"
"2428",2007-09-15,"Non-holiday"
"2429",2007-09-16,"Non-holiday"
"2430",2007-09-17,"Non-holiday"
"2431",2007-09-18,"Non-holiday"
"2432",2007-09-19,"Non-holiday"
"2433",2007-09-20,"Non-holiday"
"2434",2007-09-21,"Non-holiday"
"2435",2007-09-22,"Non-holiday"
"2436",2007-09-23,"Non-holiday"
"2437",2007-09-24,"Non-holiday"
"2438",2007-09-25,"Non-holiday"
"2439",2007-09-26,"Non-holiday"
"2440",2007-09-27,"Non-holiday"
"2441",2007-09-28,"Non-holiday"
"2442",2007-09-29,"Non-holiday"
"2443",2007-09-30,"Non-holiday"
"2444",2007-10-01,"Non-holiday"
"2445",2007-10-02,"Non-holiday"
"2446",2007-10-03,"Non-holiday"
"2447",2007-10-04,"Non-holiday"
"2448",2007-10-05,"Non-holiday"
"2449",2007-10-06,"Non-holiday"
"2450",2007-10-07,"Non-holiday"
"2451",2007-10-08,"Non-holiday"
"2452",2007-10-09,"Non-holiday"
"2453",2007-10-10,"Non-holiday"
"2454",2007-10-11,"Non-holiday"
"2455",2007-10-12,"Non-holiday"
"2456",2007-10-13,"Non-holiday"
"2457",2007-10-14,"Non-holiday"
"2458",2007-10-15,"Non-holiday"
"2459",2007-10-16,"Non-holiday"
"2460",2007-10-17,"Non-holiday"
"2461",2007-10-18,"Non-holiday"
"2462",2007-10-19,"Non-holiday"
"2463",2007-10-20,"Non-holiday"
"2464",2007-10-21,"Non-holiday"
"2465",2007-10-22,"Non-holiday"
"2466",2007-10-23,"Non-holiday"
"2467",2007-10-24,"Non-holiday"
"2468",2007-10-25,"Non-holiday"
"2469",2007-10-26,"Non-holiday"
"2470",2007-10-27,"Non-holiday"
"2471",2007-10-28,"Non-holiday"
"2472",2007-10-29,"Non-holiday"
"2473",2007-10-30,"Non-holiday"
"2474",2007-10-31,"Non-holiday"
"2475",2007-11-01,"Non-holiday"
"2476",2007-11-02,"Non-holiday"
"2477",2007-11-03,"Non-holiday"
"2478",2007-11-04,"Non-holiday"
"2479",2007-11-05,"Non-holiday"
"2480",2007-11-06,"Non-holiday"
"2481",2007-11-07,"Non-holiday"
"2482",2007-11-08,"Non-holiday"
"2483",2007-11-09,"Non-holiday"
"2484",2007-11-10,"Non-holiday"
"2485",2007-11-11,"Non-holiday"
"2486",2007-11-12,"Non-holiday"
"2487",2007-11-13,"Non-holiday"
"2488",2007-11-14,"Non-holiday"
"2489",2007-11-15,"Non-holiday"
"2490",2007-11-16,"Non-holiday"
"2491",2007-11-17,"Non-holiday"
"2492",2007-11-18,"Non-holiday"
"2493",2007-11-19,"Non-holiday"
"2494",2007-11-20,"Non-holiday"
"2495",2007-11-21,"Non-holiday"
"2496",2007-11-22,"Holiday"
"2497",2007-11-23,"Holiday"
"2498",2007-11-24,"Non-holiday"
"2499",2007-11-25,"Non-holiday"
"2500",2007-11-26,"Non-holiday"
"2501",2007-11-27,"Non-holiday"
"2502",2007-11-28,"Non-holiday"
"2503",2007-11-29,"Non-holiday"
"2504",2007-11-30,"Non-holiday"
"2505",2007-12-01,"Non-holiday"
"2506",2007-12-02,"Non-holiday"
"2507",2007-12-03,"Non-holiday"
"2508",2007-12-04,"Non-holiday"
"2509",2007-12-05,"Non-holiday"
"2510",2007-12-06,"Non-holiday"
"2511",2007-12-07,"Non-holiday"
"2512",2007-12-08,"Non-holiday"
"2513",2007-12-09,"Non-holiday"
"2514",2007-12-10,"Non-holiday"
"2515",2007-12-11,"Non-holiday"
"2516",2007-12-12,"Non-holiday"
"2517",2007-12-13,"Non-holiday"
"2518",2007-12-14,"Non-holiday"
"2519",2007-12-15,"Non-holiday"
"2520",2007-12-16,"Non-holiday"
"2521",2007-12-17,"Non-holiday"
"2522",2007-12-18,"Non-holiday"
"2523",2007-12-19,"Non-holiday"
"2524",2007-12-20,"Non-holiday"
"2525",2007-12-21,"Non-holiday"
"2526",2007-12-22,"Non-holiday"
"2527",2007-12-23,"Non-holiday"
"2528",2007-12-24,"Holiday"
"2529",2007-12-25,"Holiday"
"2530",2007-12-26,"Holiday"
"2531",2007-12-27,"Non-holiday"
"2532",2007-12-28,"Non-holiday"
"2533",2007-12-29,"Non-holiday"
"2534",2007-12-30,"Non-holiday"
"2535",2007-12-31,"Holiday"
"2536",2008-01-01,"Holiday"
"2537",2008-01-02,"Non-holiday"
"2538",2008-01-03,"Non-holiday"
"2539",2008-01-04,"Non-holiday"
"2540",2008-01-05,"Non-holiday"
"2541",2008-01-06,"Non-holiday"
"2542",2008-01-07,"Non-holiday"
"2543",2008-01-08,"Non-holiday"
"2544",2008-01-09,"Non-holiday"
"2545",2008-01-10,"Non-holiday"
"2546",2008-01-11,"Non-holiday"
"2547",2008-01-12,"Non-holiday"
"2548",2008-01-13,"Non-holiday"
"2549",2008-01-14,"Non-holiday"
"2550",2008-01-15,"Non-holiday"
"2551",2008-01-16,"Non-holiday"
"2552",2008-01-17,"Non-holiday"
"2553",2008-01-18,"Non-holiday"
"2554",2008-01-19,"Non-holiday"
"2555",2008-01-20,"Non-holiday"
"2556",2008-01-21,"Holiday"
"2557",2008-01-22,"Non-holiday"
"2558",2008-01-23,"Non-holiday"
"2559",2008-01-24,"Non-holiday"
"2560",2008-01-25,"Non-holiday"
"2561",2008-01-26,"Non-holiday"
"2562",2008-01-27,"Non-holiday"
"2563",2008-01-28,"Non-holiday"
"2564",2008-01-29,"Non-holiday"
"2565",2008-01-30,"Non-holiday"
"2566",2008-01-31,"Non-holiday"
"2567",2008-02-01,"Non-holiday"
"2568",2008-02-02,"Non-holiday"
"2569",2008-02-03,"Non-holiday"
"2570",2008-02-04,"Non-holiday"
"2571",2008-02-05,"Non-holiday"
"2572",2008-02-06,"Non-holiday"
"2573",2008-02-07,"Non-holiday"
"2574",2008-02-08,"Non-holiday"
"2575",2008-02-09,"Non-holiday"
"2576",2008-02-10,"Non-holiday"
"2577",2008-02-11,"Non-holiday"
"2578",2008-02-12,"Non-holiday"
"2579",2008-02-13,"Non-holiday"
"2580",2008-02-14,"Non-holiday"
"2581",2008-02-15,"Non-holiday"
"2582",2008-02-16,"Non-holiday"
"2583",2008-02-17,"Non-holiday"
"2584",2008-02-18,"Holiday"
"2585",2008-02-19,"Non-holiday"
"2586",2008-02-20,"Non-holiday"
"2587",2008-02-21,"Non-holiday"
"2588",2008-02-22,"Non-holiday"
"2589",2008-02-23,"Non-holiday"
"2590",2008-02-24,"Non-holiday"
"2591",2008-02-25,"Non-holiday"
"2592",2008-02-26,"Non-holiday"
"2593",2008-02-27,"Non-holiday"
"2594",2008-02-28,"Non-holiday"
"2595",2008-02-29,"Non-holiday"
"2596",2008-03-01,"Non-holiday"
"2597",2008-03-02,"Non-holiday"
"2598",2008-03-03,"Non-holiday"
"2599",2008-03-04,"Non-holiday"
"2600",2008-03-05,"Non-holiday"
"2601",2008-03-06,"Non-holiday"
"2602",2008-03-07,"Non-holiday"
"2603",2008-03-08,"Non-holiday"
"2604",2008-03-09,"Non-holiday"
"2605",2008-03-10,"Non-holiday"
"2606",2008-03-11,"Non-holiday"
"2607",2008-03-12,"Non-holiday"
"2608",2008-03-13,"Non-holiday"
"2609",2008-03-14,"Non-holiday"
"2610",2008-03-15,"Non-holiday"
"2611",2008-03-16,"Non-holiday"
"2612",2008-03-17,"Non-holiday"
"2613",2008-03-18,"Non-holiday"
"2614",2008-03-19,"Non-holiday"
"2615",2008-03-20,"Non-holiday"
"2616",2008-03-21,"Non-holiday"
"2617",2008-03-22,"Non-holiday"
"2618",2008-03-23,"Non-holiday"
"2619",2008-03-24,"Non-holiday"
"2620",2008-03-25,"Non-holiday"
"2621",2008-03-26,"Non-holiday"
"2622",2008-03-27,"Non-holiday"
"2623",2008-03-28,"Non-holiday"
"2624",2008-03-29,"Non-holiday"
"2625",2008-03-30,"Non-holiday"
"2626",2008-03-31,"Non-holiday"
"2627",2008-04-01,"Non-holiday"
"2628",2008-04-02,"Non-holiday"
"2629",2008-04-03,"Non-holiday"
"2630",2008-04-04,"Non-holiday"
"2631",2008-04-05,"Non-holiday"
"2632",2008-04-06,"Non-holiday"
"2633",2008-04-07,"Non-holiday"
"2634",2008-04-08,"Non-holiday"
"2635",2008-04-09,"Non-holiday"
"2636",2008-04-10,"Non-holiday"
"2637",2008-04-11,"Non-holiday"
"2638",2008-04-12,"Non-holiday"
"2639",2008-04-13,"Non-holiday"
"2640",2008-04-14,"Non-holiday"
"2641",2008-04-15,"Non-holiday"
"2642",2008-04-16,"Non-holiday"
"2643",2008-04-17,"Non-holiday"
"2644",2008-04-18,"Non-holiday"
"2645",2008-04-19,"Non-holiday"
"2646",2008-04-20,"Non-holiday"
"2647",2008-04-21,"Non-holiday"
"2648",2008-04-22,"Non-holiday"
"2649",2008-04-23,"Non-holiday"
"2650",2008-04-24,"Non-holiday"
"2651",2008-04-25,"Non-holiday"
"2652",2008-04-26,"Non-holiday"
"2653",2008-04-27,"Non-holiday"
"2654",2008-04-28,"Non-holiday"
"2655",2008-04-29,"Non-holiday"
"2656",2008-04-30,"Non-holiday"
"2657",2008-05-01,"Non-holiday"
"2658",2008-05-02,"Non-holiday"
"2659",2008-05-03,"Non-holiday"
"2660",2008-05-04,"Non-holiday"
"2661",2008-05-05,"Non-holiday"
"2662",2008-05-06,"Non-holiday"
"2663",2008-05-07,"Non-holiday"
"2664",2008-05-08,"Non-holiday"
"2665",2008-05-09,"Non-holiday"
"2666",2008-05-10,"Non-holiday"
"2667",2008-05-11,"Non-holiday"
"2668",2008-05-12,"Non-holiday"
"2669",2008-05-13,"Non-holiday"
"2670",2008-05-14,"Non-holiday"
"2671",2008-05-15,"Non-holiday"
"2672",2008-05-16,"Non-holiday"
"2673",2008-05-17,"Non-holiday"
"2674",2008-05-18,"Non-holiday"
"2675",2008-05-19,"Non-holiday"
"2676",2008-05-20,"Non-holiday"
"2677",2008-05-21,"Non-holiday"
"2678",2008-05-22,"Non-holiday"
"2679",2008-05-23,"Non-holiday"
"2680",2008-05-24,"Non-holiday"
"2681",2008-05-25,"Non-holiday"
"2682",2008-05-26,"Holiday"
"2683",2008-05-27,"Non-holiday"
"2684",2008-05-28,"Non-holiday"
"2685",2008-05-29,"Non-holiday"
"2686",2008-05-30,"Non-holiday"
"2687",2008-05-31,"Non-holiday"
"2688",2008-06-01,"Non-holiday"
"2689",2008-06-02,"Non-holiday"
"2690",2008-06-03,"Non-holiday"
"2691",2008-06-04,"Non-holiday"
"2692",2008-06-05,"Non-holiday"
"2693",2008-06-06,"Non-holiday"
"2694",2008-06-07,"Non-holiday"
"2695",2008-06-08,"Non-holiday"
"2696",2008-06-09,"Non-holiday"
"2697",2008-06-10,"Non-holiday"
"2698",2008-06-11,"Non-holiday"
"2699",2008-06-12,"Non-holiday"
"2700",2008-06-13,"Non-holiday"
"2701",2008-06-14,"Non-holiday"
"2702",2008-06-15,"Non-holiday"
"2703",2008-06-16,"Non-holiday"
"2704",2008-06-17,"Non-holiday"
"2705",2008-06-18,"Non-holiday"
"2706",2008-06-19,"Non-holiday"
"2707",2008-06-20,"Non-holiday"
"2708",2008-06-21,"Non-holiday"
"2709",2008-06-22,"Non-holiday"
"2710",2008-06-23,"Non-holiday"
"2711",2008-06-24,"Non-holiday"
"2712",2008-06-25,"Non-holiday"
"2713",2008-06-26,"Non-holiday"
"2714",2008-06-27,"Non-holiday"
"2715",2008-06-28,"Non-holiday"
"2716",2008-06-29,"Non-holiday"
"2717",2008-06-30,"Non-holiday"
"2718",2008-07-01,"Non-holiday"
"2719",2008-07-02,"Non-holiday"
"2720",2008-07-03,"Non-holiday"
"2721",2008-07-04,"Holiday"
"2722",2008-07-05,"Non-holiday"
"2723",2008-07-06,"Non-holiday"
"2724",2008-07-07,"Non-holiday"
"2725",2008-07-08,"Non-holiday"
"2726",2008-07-09,"Non-holiday"
"2727",2008-07-10,"Non-holiday"
"2728",2008-07-11,"Non-holiday"
"2729",2008-07-12,"Non-holiday"
"2730",2008-07-13,"Non-holiday"
"2731",2008-07-14,"Non-holiday"
"2732",2008-07-15,"Non-holiday"
"2733",2008-07-16,"Non-holiday"
"2734",2008-07-17,"Non-holiday"
"2735",2008-07-18,"Non-holiday"
"2736",2008-07-19,"Non-holiday"
"2737",2008-07-20,"Non-holiday"
"2738",2008-07-21,"Non-holiday"
"2739",2008-07-22,"Non-holiday"
"2740",2008-07-23,"Non-holiday"
"2741",2008-07-24,"Non-holiday"
"2742",2008-07-25,"Non-holiday"
"2743",2008-07-26,"Non-holiday"
"2744",2008-07-27,"Non-holiday"
"2745",2008-07-28,"Non-holiday"
"2746",2008-07-29,"Non-holiday"
"2747",2008-07-30,"Non-holiday"
"2748",2008-07-31,"Non-holiday"
"2749",2008-08-01,"Non-holiday"
"2750",2008-08-02,"Non-holiday"
"2751",2008-08-03,"Non-holiday"
"2752",2008-08-04,"Non-holiday"
"2753",2008-08-05,"Non-holiday"
"2754",2008-08-06,"Non-holiday"
"2755",2008-08-07,"Non-holiday"
"2756",2008-08-08,"Non-holiday"
"2757",2008-08-09,"Non-holiday"
"2758",2008-08-10,"Non-holiday"
"2759",2008-08-11,"Non-holiday"
"2760",2008-08-12,"Non-holiday"
"2761",2008-08-13,"Non-holiday"
"2762",2008-08-14,"Non-holiday"
"2763",2008-08-15,"Non-holiday"
"2764",2008-08-16,"Non-holiday"
"2765",2008-08-17,"Non-holiday"
"2766",2008-08-18,"Non-holiday"
"2767",2008-08-19,"Non-holiday"
"2768",2008-08-20,"Non-holiday"
"2769",2008-08-21,"Non-holiday"
"2770",2008-08-22,"Non-holiday"
"2771",2008-08-23,"Non-holiday"
"2772",2008-08-24,"Non-holiday"
"2773",2008-08-25,"Non-holiday"
"2774",2008-08-26,"Non-holiday"
"2775",2008-08-27,"Non-holiday"
"2776",2008-08-28,"Non-holiday"
"2777",2008-08-29,"Non-holiday"
"2778",2008-08-30,"Non-holiday"
"2779",2008-08-31,"Non-holiday"
"2780",2008-09-01,"Holiday"
"2781",2008-09-02,"Non-holiday"
"2782",2008-09-03,"Non-holiday"
"2783",2008-09-04,"Non-holiday"
"2784",2008-09-05,"Non-holiday"
"2785",2008-09-06,"Non-holiday"
"2786",2008-09-07,"Non-holiday"
"2787",2008-09-08,"Non-holiday"
"2788",2008-09-09,"Non-holiday"
"2789",2008-09-10,"Non-holiday"
"2790",2008-09-11,"Non-holiday"
"2791",2008-09-12,"Non-holiday"
"2792",2008-09-13,"Non-holiday"
"2793",2008-09-14,"Non-holiday"
"2794",2008-09-15,"Non-holiday"
"2795",2008-09-16,"Non-holiday"
"2796",2008-09-17,"Non-holiday"
"2797",2008-09-18,"Non-holiday"
"2798",2008-09-19,"Non-holiday"
"2799",2008-09-20,"Non-holiday"
"2800",2008-09-21,"Non-holiday"
"2801",2008-09-22,"Non-holiday"
"2802",2008-09-23,"Non-holiday"
"2803",2008-09-24,"Non-holiday"
"2804",2008-09-25,"Non-holiday"
"2805",2008-09-26,"Non-holiday"
"2806",2008-09-27,"Non-holiday"
"2807",2008-09-28,"Non-holiday"
"2808",2008-09-29,"Non-holiday"
"2809",2008-09-30,"Non-holiday"
"2810",2008-10-01,"Non-holiday"
"2811",2008-10-02,"Non-holiday"
"2812",2008-10-03,"Non-holiday"
"2813",2008-10-04,"Non-holiday"
"2814",2008-10-05,"Non-holiday"
"2815",2008-10-06,"Non-holiday"
"2816",2008-10-07,"Non-holiday"
"2817",2008-10-08,"Non-holiday"
"2818",2008-10-09,"Non-holiday"
"2819",2008-10-10,"Non-holiday"
"2820",2008-10-11,"Non-holiday"
"2821",2008-10-12,"Non-holiday"
"2822",2008-10-13,"Non-holiday"
"2823",2008-10-14,"Non-holiday"
"2824",2008-10-15,"Non-holiday"
"2825",2008-10-16,"Non-holiday"
"2826",2008-10-17,"Non-holiday"
"2827",2008-10-18,"Non-holiday"
"2828",2008-10-19,"Non-holiday"
"2829",2008-10-20,"Non-holiday"
"2830",2008-10-21,"Non-holiday"
"2831",2008-10-22,"Non-holiday"
"2832",2008-10-23,"Non-holiday"
"2833",2008-10-24,"Non-holiday"
"2834",2008-10-25,"Non-holiday"
"2835",2008-10-26,"Non-holiday"
"2836",2008-10-27,"Non-holiday"
"2837",2008-10-28,"Non-holiday"
"2838",2008-10-29,"Non-holiday"
"2839",2008-10-30,"Non-holiday"
"2840",2008-10-31,"Non-holiday"
"2841",2008-11-01,"Non-holiday"
"2842",2008-11-02,"Non-holiday"
"2843",2008-11-03,"Non-holiday"
"2844",2008-11-04,"Non-holiday"
"2845",2008-11-05,"Non-holiday"
"2846",2008-11-06,"Non-holiday"
"2847",2008-11-07,"Non-holiday"
"2848",2008-11-08,"Non-holiday"
"2849",2008-11-09,"Non-holiday"
